"","V1","V2"
"1",-0.289280369161221,0.181264477559267
"2",-0.270932666253481,0.422394023429268
"3",-3.44100891922465,0.231216688021555
"4",-3.21985349794661,0.243291142196353
"5",5.91812121394039,-5.11268643737293
"6",6.12052508095383,-4.72431984078852
"7",3.11626991327072,-0.108563212768678
"8",3.0199652927755,0.00741729981598314
"9",3.67573182005295,0.536817344299063
"10",3.0691745027434,-1.04685945229993
"11",-4.74554950086657,1.198374472756
"12",-1.36141448733595,-1.0320657207124
"13",-8.15784194643931,-0.44077311013605
"14",4.72090351778836,-0.161817473576441
"15",3.60510982485056,1.08855114775819
"16",-4.95661074243236,-0.521187196868233
"17",-4.94537962822406,-0.00976836080595447
"18",-0.437760709927689,1.9144862738266
"19",-2.85945638137687,1.71387760863768
"20",0.671787593216432,0.706673502593746
"21",-0.483440214943962,5.70274295728629
"22",-8.53733865165467,-0.325722687621398
"23",-5.66028679186237,1.02221309643408
"24",-0.183561272039326,3.42338052309513
"25",4.89023826617563,0.367757151988022
"26",2.15676252160261,-1.50321166145425
"27",0.399555121355772,5.65276278008194
"28",-3.62543899214815,-0.473255078563355
"29",-1.78080086663351,2.2078973389495
"30",4.44553838037245,1.51225717221334
"31",2.7628687088701,0.56752091615695
"32",0.396932406226134,2.21683034665886
"33",-1.56366931246117,5.54005354032944
"34",-3.5728222774336,4.17206255725481
"35",3.29687608056041,1.58808974209905
"36",-2.65520950198563,-2.15479284875099
"37",-6.05148584736619,0.156096253405161
"38",-8.11280145238002,-0.429476740654406
"39",0.831891927607335,4.63084748610901
"40",-0.488477043053977,-0.530027642078916
"41",4.25070024854587,-0.168340876014736
"42",-5.44363264402615,0.147356211539504
"43",-5.70509234409333,0.708261015430496
"44",0.156847844500465,1.65512035810453
"45",1.6074043173111,3.75677230363902
"46",-1.93041939720244,-1.16528769438791
"47",1.63936011667569,-2.02858242633724
"48",-1.07588283048113,2.46042045007762
"49",-0.202355976396067,0.0588692886950584
"50",-4.92308875288569,0.526671406668212
"51",-7.80253142437975,3.52464048273646
"52",-4.27326236567502,0.0895039479872579
"53",-0.777149589197009,3.06739223528184
"54",-0.0987512286422216,0.367312860735193
"55",-1.23802925100774,-0.686743417814892
"56",-3.78322124532455,2.09915910772655
"57",-6.82751440636739,0.227763630827235
"58",-1.03724478922217,0.222151102059788
"59",-1.91544349380337,0.0577373430468756
"60",-4.8006558337793,-1.24045353935276
"61",-5.76736938447217,-0.237618098804084
"62",-1.97791681459211,0.536427830814544
"63",-3.16783341958649,0.602407404568592
"64",-3.55850072309242,-0.500464975331273
"65",-7.51199445496039,3.28884588638635
"66",-3.58433949632644,-2.11214262176289
"67",-0.0642550406385762,2.96245137558043
"68",-0.900346793333234,3.73310032077187
"69",-6.01891130066921,-0.937206804390277
"70",-2.79229620208557,-0.966159134983219
"71",-3.72357020062003,0.508568981577963
"72",-1.7872440340864,2.55220375517463
"73",-9.23542164869954,-0.0550608527422742
"74",-1.00543863083861,0.771790399823365
"75",-3.78591134207455,2.42594849732614
"76",-1.28587009738868,-0.332976535998469
"77",-5.79744751181685,-0.474291119976371
"78",-6.73637191319677,-0.101020091585868
"79",-5.53368153111809,-0.135650544169254
"80",-3.00797905991155,-1.55506464154054
"81",-0.440509732951843,2.55049453543701
"82",-7.61064730260234,-0.37024161331321
"83",-1.96583546222339,-0.261681438824543
"84",-0.831574388493259,0.654478910127226
"85",-2.30323979757219,-0.650050706673496
"86",-3.85579568669713,0.887450892920302
"87",-0.482914713007389,3.88783176130961
"88",0.279054400736203,5.34766235681262
"89",0.0863039367042348,5.35211146133358
"90",-0.14664517099934,-0.022556816129786
"91",-0.267491354137307,-0.310590044806401
"92",-0.522009380681796,4.22829599852381
"93",-1.11628739764835,1.78862098218144
"94",-1.55848352568685,4.07124897194035
"95",-7.65510573105402,3.43558665876321
"96",-0.291068442371689,2.6355013729324
"97",-4.74662318244241,-0.420650062472596
"98",0.421647423315636,2.99094643323161
"99",-1.5418273294878,3.47278099523232
"100",-0.480825062460288,5.02897825135825
"101",-2.8963596668507,5.45628890862526
"102",-1.07461980394818,4.10825788898648
"103",-1.20823208667575,1.52193679752268
"104",-0.80119465816682,0.474967802314798
"105",-0.370673542122325,3.72630035037994
"106",-2.92351279225194,-3.05046256331686
"107",0.52331566972748,2.52514552597115
"108",-1.63308931446874,-2.61490442414444
"109",-3.53230370222087,-0.105438145483411
"110",-7.84104335093474,-0.407062906803514
"111",-0.499780374569307,5.33992273294537
"112",0.820512491379609,3.68371373890644
"113",-7.93722673782611,3.60922359911608
"114",-6.96418308090378,2.63471047427284
"115",-4.72265609690044,1.11905059071984
"116",0.141504249461848,4.40343997444258
"117",-0.243534018680175,-0.324077996057933
"118",-3.51673942653538,4.02243926607596
"119",-2.66241834041559,0.3891590715689
"120",-0.355715678793544,1.67785733851198
"121",-3.6428564421681,0.33708805293527
"122",-1.22565265856079,-3.46515434105634
"123",-1.71561118942512,4.36366099324753
"124",-0.138777315215307,1.09747086375348
"125",-6.95278214288297,-0.452160909676496
"126",-3.631145485047,2.3019849609605
"127",-2.96319944683261,5.50516896923054
"128",-4.93804259129654,0.329382682048031
"129",-0.220568502406755,3.59617117432169
"130",0.243012787862766,3.75491533659916
"131",-0.201503310545082,0.0287875253301375
"132",-7.91415196738931,-0.419225306409054
"133",-7.07765603791911,2.8691462681599
"134",-6.41140638239303,-0.0970295294515557
"135",-0.899845533292024,0.123699797594295
"136",-0.94880128300637,1.11878084409068
"137",-3.06699217073729,1.03253977836439
"138",-0.344623168798576,2.025767168922
"139",-7.28244012221421,3.02807862482929
"140",-3.88122814331585,0.488616668434683
"141",0.859017177050644,5.0731222659493
"142",-9.28052887139674,-0.033113143139823
"143",-0.265006771538607,4.49203198614582
"144",-1.15527537981276,1.62366932509043
"145",-0.0960727922847945,4.5604937445185
"146",-6.47955282899828,-0.0926250550119689
"147",-4.90882628553639,0.0669861533410194
"148",-1.07640795027027,3.28107113544225
