cell,tsne_x,tsne_y,cluster
"Co_P1_Ep_GFP_5",-1.65431987085366,-3.09123874944708,4
"Co_P1_Ep_GFP_10",-4.45654395088762,-8.78112167749973,4
"Co_P1_Ep_tdTom_2",-3.65728980029487,-9.04654853278661,4
"Co_P1_Ep_Neg_20",-2.08227032985314,-7.81488535568471,4
"Co_P1_FA_GFP_46",-2.60064605289024,4.44394897130476,1
"Co_P1_FA_GFP_54",1.05061921445051,-2.84287127541477,3
"Co_P1_FA_GFP_62",-2.47934665821988,-1.21447018167968,1
"Co_P1_FA_GFP_70",0.618395979940219,-0.810254951797087,3
"Co_P1_FA_GFP_78",4.44560278257046,-0.793492382009227,3
"Co_P1_FA_GFP_83",2.87811812243271,-1.20960677144839,3
"Co_P1_FA_GFP_47",-6.29695701925947,-2.03050030514159,5
"Co_P1_FA_GFP_55",-6.12564643986342,-2.03543647844507,5
"Co_P1_FA_GFP_63",-6.00401719805388,-2.09785303261311,5
"Co_P1_FA_GFP_71",2.47129893433506,0.504787291747355,3
"Co_P1_FA_GFP_79",-1.58808374270739,-1.07725686946871,1
"Co_P1_FA_GFP_84",3.54450120804196,-3.32305714362954,3
"Co_P1_FA_GFP_48",-6.27681473002919,-2.23401756525775,5
"Co_P1_FA_GFP_56",2.21916373133627,-2.80064393898932,3
"Co_P1_FA_GFP_64",3.03770806546678,-1.20178048010328,3
"Co_P1_FA_GFP_72",1.0876800938315,-0.191835271428854,1
"Co_P1_FA_GFP_85",2.48542244527336,-1.40743735857983,3
"Co_P1_FA_GFP_49",-6.08004745804029,-2.00218748144546,5
"Co_P1_FA_GFP_57",-5.66278658801781,-1.74022204995718,5
"Co_P1_FA_GFP_65",-5.99311889671809,-1.91303794480169,5
"Co_P1_FA_GFP_73",3.29083529093115,-3.18142595349729,3
"Co_P1_FA_GFP_86",2.84096117392884,0.909764760623934,1
"Co_P1_FA_GFP_50",-4.3030727833385,3.74789227439611,1
"Co_P1_FA_GFP_58",-4.20845272115842,0.209997257395146,1
"Co_P1_FA_GFP_66",-4.16346857108656,-1.1947112474039,5
"Co_P1_FA_GFP_74",3.99528323137278,-1.73350147639274,3
"Co_P1_FA_GFP_87",-0.0523121599148375,-4.28662469295138,1
"Co_P1_FA_GFP_51",-6.62294464555774,-2.68544001945464,5
"Co_P1_FA_GFP_59",-2.22591510279693,-1.55828062865719,3
"Co_P1_FA_GFP_67",2.22764231602906,-0.341587036152898,3
"Co_P1_FA_GFP_75",-5.8494086532353,-1.5967361875177,5
"Co_P1_FA_GFP_80",3.56737640101178,-3.49452769509475,3
"Co_P1_FA_GFP_88",0.815785255825902,-2.21779236487744,3
"Co_P1_FA_GFP_52",3.45924221406146,-0.126490654507865,1
"Co_P1_FA_GFP_60",-0.946998279813918,0.352974998671096,1
"Co_P1_FA_GFP_68",1.42339729018916,-3.46494445067501,3
"Co_P1_FA_GFP_76",0.676490198914037,-0.719422852067225,5
"Co_P1_FA_GFP_81",3.22956047446762,-1.36550699772079,3
"Co_P1_FA_GFP_89",-0.0686867076850913,-3.28376525058594,3
"Co_P1_FA_GFP_53",-6.4204151380372,-2.40162282828573,5
"Co_P1_FA_GFP_61",-2.75201939865392,-2.58194026785293,4
"Co_P1_FA_GFP_69",-2.99680907013226,-0.344921444994564,1
"Co_P1_FA_GFP_77",4.06033458985144,0.360862768506347,3
"Co_P1_FA_GFP_82",1.70648018963408,0.471329328875984,1
"Co_P1_FA_GFP_90",3.07503888600214,-2.31386913619442,3
"Co_P1_FA_GFP_91",3.07759627988872,-3.00730128374135,3
"Co_P1_FA_GFP_92",2.48091868766868,-0.665462359061725,3
"Co_P1_FA_GFP_93",1.53446989958813,0.0272258230147963,1
"Co_P1_FA_HC_94",-0.931234620111999,2.92450780801853,1
"Co_P1_Ep_Neg_21",-1.41953503237283,-1.86385448260906,0
"Co_P1_Ep_Neg_26",-4.10909186762102,-9.21986573644702,4
"Co_P1_Ep_Neg_31",-1.36996489324678,-4.25838721713555,4
"Co_P1_Ep_GFP_25",2.49447243400091,-2.6909663711166,3
"Co_P1_Ep_Neg_41",-2.8788333373657,-7.65716567342442,4
"Co_P1_Ep_Neg_45",-0.156311718334731,-1.42765487431942,3
"Co_P1_Ep_GFP_18",1.90318060514233,-2.2648940213122,4
"Co_P1_Ep_Neg_27",-2.6878101461428,-6.53774423888994,4
"Co_P1_Ep_GFP_23",2.30393477576321,-1.18471382943799,3
"Co_P1_Ep_Neg_36",-0.852540024176442,-1.52564753689123,4
"Co_P1_Ep_Neg_42",-0.698859498322192,-1.31118412576304,4
"Co_P1_Ep_GFP_32",-0.219888756623918,-1.42835985079916,3
"Co_P1_Ep_tdTom_3",-1.78213512754532,0.163448766208634,1
"Co_P1_Ep_Neg_28",-1.68547348351023,-7.59870967238693,4
"Co_P1_Ep_Neg_32",-3.06278431985269,-7.58159571233148,4
"Co_P1_Ep_GFP_26",-2.69190588292947,-9.00371190477802,4
"Co_P1_Ep_GFP_28",1.64511505082237,-0.604017399544925,3
"Co_P1_Ep_Neg_46",-1.90036104400373,-7.70850709480607,4
"Co_P1_Ep_Neg_22",-1.0583266210071,-7.82035009100901,4
"Co_P1_Ep_GFP_20",-3.48479724041208,-6.9356639343308,4
"Co_P1_Ep_GFP_24",-2.75504104244196,-8.90274642551953,4
"Co_P1_Ep_Neg_37",0.355664843447025,-1.31478398488955,3
"Co_P1_Ep_GFP_29",-0.540924875081499,-2.26343800533453,3
"Co_P1_Ep_tdTom_5",-0.581032742868422,0.231716551136384,1
"Co_P1_Ep_Neg_23",-1.14306740486494,-0.588319206804074,1
"Co_P1_Ep_GFP_21",0.317651457941671,-1.80810099268337,3
"Co_P1_Ep_tdTom_4",-1.42259226327492,-1.21627271284293,4
"Co_P1_Ep_Neg_38",-1.90397608569871,-7.46635727184694,4
"Co_P1_Ep_Neg_43",-2.41089668628235,-3.6023081189473,4
"Co_P1_Ep_Neg_47",-0.207515610703504,-1.49356207386304,3
"Co_P1_Ep_GFP_19",-2.51333535212943,-2.49072670104197,4
"Co_P1_Ep_Neg_29",-1.93476774285437,-6.32045638171354,4
"Co_P1_Ep_Neg_39",-2.28129665222147,-8.15235435671324,4
"Co_P1_Ep_Neg_44",-0.956827927324447,-1.65030079279458,1
"Co_P1_Ep_Neg_48",-2.51272963603051,-8.38715076223558,4
"Co_P1_Ep_Neg_24",-0.586049265523121,-3.08441401503416,3
"Co_P1_Ep_Neg_30",-3.69756864160191,-9.21616706111751,4
"Co_P1_Ep_Neg_34",-2.82549128041476,-9.43091977318566,4
"Co_P1_Ep_GFP_27",-0.296456699407853,-2.19542936680031,3
"Co_P1_Ep_GFP_30",-0.166413519936229,-0.836448320149355,3
"Co_P1_Ep_GFP_33",-0.161161279730017,-1.11523668726728,1
"Co_P1_Ep_Neg_25",0.574229197068886,-3.11673134950691,4
"Co_P1_Ep_GFP_22",-1.54900654630267,-6.02327163431972,4
"Co_P1_Ep_Neg_35",-0.509132684527226,-1.59869955213984,3
"Co_P1_Ep_Neg_40",-1.61979908369448,-7.46961257346206,4
"Co_P1_Ep_GFP_31",1.67551673821482,-0.818710328267327,3
"Co_P1_Ep_GFP_34",1.59414395410005,-1.36377173824296,3
"Co_P1_Ep_GFP_35",-3.00271132631737,-8.86439031431139,4
"Co_P1_Ep_Neg_53",-1.90215696199075,-8.00965872999071,4
"Co_P1_Ep_GFP_36",1.17033755998025,-0.828247723723568,3
"Co_P1_Ep_tdTom_7",-1.62937855599697,-0.38489040356912,1
"Co_P1_Ep_tdTom_6",-0.908414765653654,-0.50481688894075,1
"Co_P1_Ep_GFP_38",-3.33949628178516,-8.95839338077541,4
"Co_P1_Ep_GFP_37",2.17391984263406,-2.15587704511154,3
"Co_P1_Ep_tdTom_8",-1.64681849662942,-0.249022097911904,1
"Co_P1_Ep_Neg_49",-0.501309962304011,-1.24622178173962,1
"Co_P1_Ep_tdTom_9",-1.79233627013593,-8.38731856903992,4
"Co_P1_Ep_Neg_50",-2.85165732135501,-8.51778707356973,4
"Co_P1_Ep_GFP_39",-5.9382053867343,-1.88170630268051,5
"Co_P1_Ep_Neg_51",-1.91348817764962,-7.85821183589492,4
"Co_P1_Ep_Neg_54",-2.0729291708384,-7.94478553857313,4
"Co_P1_Ep_Neg_52",0.0514709512400281,-2.13070558929134,3
"Co_P1_Ep_GFP_40",1.48382931180774,-1.60219041192508,3
