"","x"
"""1700025H01Rik""",NA
"""1700025K23Rik""",6.62967826926494
"""1700025K24Rik""",NA
"""1700025M24Rik""",321
"""1700025N23Rik""",10.829963415618
"""1700026D08Rik""",8.79468922752261
"""1700026D11Rik""",NA
"""1700026F02Rik""",NA
"""1700026J04Rik""",241.472303736072
"""1700026J12Rik""",NA
"""1700026L06Rik""",21.8370899344441
"""1700027A15Rik""",63.2266282798629
"""1700027A23Rik""",4.54558294689367
"""1700027D21Rik""",NA
"""1700027F09Rik""",NA
"""1700027H10Rik""",321
"""1700027I24Rik""",NA
"""1700027J07Rik""",321
"""1700028B04Rik""",NA
"""1700028D13Rik""",306.890116631705
"""1700028E10Rik""",179.662667710869
"""1700028I16Rik""",321
"""1700028J19Rik""",111.312616617592
"""1700028K03Rik""",72.4691929177795
"""1700028M03Rik""",NA
"""1700028P14Rik""",7.01911046621988
"""1700028P15Rik""",NA
"""1700029B22Rik""",NA
"""1700029E06Rik""",27.0151438589267
"""1700029F09Rik""",9.876109877356
"""1700029F12Rik""",149.544153296841
"""1700029G01Rik""",45.3953683298809
"""1700029H14Rik""",NA
"""1700029I01Rik""",13.2977038813039
"""1700029I15Rik""",274.252972037583
"""1700029J03Rik""",NA
"""1700029J07Rik""",10.3036696496993
"""1700029J11Rik""",94.2280587844039
"""1700029M03Rik""",NA
"""1700029M20Rik""",NA
"""1700029N11Rik""",NA
"""1700029P11Rik""",321
"""1700030A11Rik""",NA
"""1700030C10Rik""",256.268253697323
"""1700030C12Rik""",80.8992972972403
"""1700030F04Rik""",NA
"""1700030F18Rik""",NA
"""1700030J22Rik""",17.6487162052595
"""1700030K09Rik""",29.2643925410669
"""1700030L20Rik""",27.8391058092731
"""1700030M09Rik""",NA
"""1700030N03Rik""",NA
"""1700030O20Rik""",NA
"""1700031A10Rik""",NA
"""1700031F05Rik""",249.122473716458
"""1700031L13Rik""",NA
"""1700031M16Rik""",NA
"""1700031P21Rik""",NA
"""1700034E13Rik""",244.121855226975
"""1700034F02Rik""",74.28488939743
"""1700034G24Rik""",NA
"""1700034H14Rik""",6.34768899389953
"""1700034H15Rik""",46.9682690933677
"""1700034I23Rik""",171.485770539653
"""1700034J04Rik""",NA
"""1700034J05Rik""",108.460328455636
"""1700034K08Rik""",NA
"""1700034O15Rik""",NA
"""1700034P13Rik""",64.7633776388174
"""1700036A12Rik""",160.531983306518
"""1700036G14Rik""",NA
"""1700037C18Rik""",41.321110631458
"""1700037H04Rik""",4.31387981924997
"""1700039E15Rik""",NA
"""1700039E22Rik""",118.424877450842
"""1700039M10Rik""",NA
"""1700040D17Rik""",48.3896071299946
"""1700040F15Rik""",216.985070292318
"""1700040F17Rik""",NA
"""1700040I03Rik""",9.4086997402255
"""1700040L02Rik""",14.2156127666806
"""1700040N02Rik""",321
"""1700041C23Rik""",321
"""1700041M19Rik""",321
"""1700042B14Rik""",NA
"""1700042G07Rik""",NA
"""1700042G15Rik""",321
"""1700042O10Rik""",321
"""1700044C05Rik""",188.937969458589
"""1700044K03Rik""",NA
"""1700045H11Rik""",50.6456215967486
"""1700045I11Rik""",NA
"""1700045I19Rik""",286.353657971463
"""1700046C09Rik""",NA
"""1700047G03Rik""",297.96331327196
"""1700047I17Rik2""",3.83088809666246
"""1700047L14Rik""",NA
"""1700047M11Rik""",240.934444423564
"""1700048M11Rik""",176.881280427986
"""1700048O20Rik""",15.7657042082494
"""1700049E15Rik""",NA
"""1700049E17Rik1""",309.732175667958
"""1700049E17Rik2""",309.732175667958
"""1700049E22Rik""",NA
"""1700049G17Rik""",36.0516959856374
"""1700049L16Rik""",186.229358850404
"""1700051A21Rik""",NA
"""1700052I22Rik""",NA
"""1700052K11Rik""",94.3180808323645
"""1700052N19Rik""",27.7488335757249
"""1700054A03Rik""",311.567554496264
"""1700054K19Rik""",NA
"""1700054M17Rik""",NA
"""1700054N08Rik""",65.7770150252921
"""1700054O13Rik""",NA
"""1700054O19Rik""",5.38723752610262
"""1700055C04Rik""",NA
"""1700055D18Rik""",164.388662618789
"""1700055N04Rik""",NA
"""1700056E22Rik""",208.593884149731
"""1700057G04Rik""",NA
"""1700057H15Rik""",NA
"""1700057K13Rik""",175.802326438137
"""1700058G18Rik""",310.298673989848
"""1700060C16Rik""",321
"""1700060C20Rik""",19.5737045022971
"""1700060O08Rik""",315.538714090922
"""1700061E17Rik""",NA
"""1700061F12Rik""",NA
"""1700061G19Rik""",87.6544816487526
"""1700061I17Rik""",NA
"""1700061J05Rik""",12.114869025984
"""1700063A18Rik""",NA
"""1700063D05Rik""",26.1590885010383
"""1700063H04Rik""",321
"""1700063K16Rik""",NA
"""1700063O14Rik""",NA
"""1700064J06Rik""",NA
"""1700064M15Rik""",NA
"""1700065D16Rik""",288.229635230827
"""1700065I16Rik""",NA
"""1700065I17Rik""",321
"""1700065J11Rik""",NA
"""1700065J18Rik""",321
"""1700065O20Rik""",NA
"""1700066B17Rik""",273.773624625006
"""1700066B19Rik""",316.595306423438
"""1700066C05Rik""",5.68088110481615
"""1700066J24Rik""",321
"""1700066M21Rik""",54.6594881014505
"""1700066N21Rik""",NA
"""1700066O22Rik""",NA
"""1700067G17Rik""",NA
"""1700067K01Rik""",321
"""1700067P10Rik""",NA
"""1700069L16Rik""",NA
"""1700069P05Rik""",NA
"""1700071K01Rik""",158.057553781238
"""1700071M16Rik""",92.8906974595093
"""1700072B07Rik""",321
"""1700072E05Rik""",NA
"""1700072O05Rik""",NA
"""1700073E17Rik""",273.62345494477
"""1700074H08Rik""",321
"""1700074P13Rik""",NA
"""1700080E11Rik""",NA
"""1700080N15Rik""",NA
"""1700080O16Rik""",NA
"""1700081H04Rik""",NA
"""1700081H22Rik""",NA
"""1700081L11Rik""",4.46639324631977
"""1700083H02Rik""",NA
"""1700084C01Rik""",44.3514087225888
"""1700084E18Rik""",52.7101637469871
"""1700084F23Rik""",NA
"""1700084J12Rik""",313.109650699696
"""1700084M14Rik""",NA
"""1700085B03Rik""",74.1340339597687
"""1700085C21Rik""",321
"""1700086L19Rik""",14.9672526132709
"""1700086O06Rik""",27.2166102746124
"""1700086P04Rik""",78.8777149898489
"""1700088E04Rik""",4.09398113285338
"""1700090G07Rik""",NA
"""1700091E21Rik""",NA
"""1700091H14Rik""",260.477905792039
"""1700092C02Rik""",NA
"""1700092C10Rik""",NA
"""1700092E19Rik""",NA
"""1700092K14Rik""",201.145651068098
"""1700092M07Rik""",201.110136993695
"""1700093J21Rik""",273.67260802625
"""1700093K21Rik""",87.6631674270793
"""1700094D03Rik""",8.93018407614082
"""1700094J05Rik""",201.025794976794
"""1700094M24Rik""",NA
"""1700095A13Rik""",NA
"""1700095A21Rik""",77.9533905731709
"""1700095B10Rik""",NA
"""1700095B22Rik""",180.972716559339
"""1700095J03Rik""",24.4397712365741
"""1700096J18Rik""",134.126240171598
"""1700096K18Rik""",24.3241293058807
"""1700097N02Rik""",321
"""1700099I09Rik""",321
"""1700100L14Rik""",212.924435538787
"""1700101E01Rik""",13.3436307869151
"""1700101G07Rik""",NA
"""1700101I11Rik""",66.82462686267
"""1700101O22Rik""",NA
"""1700102H20Rik""",114.333999470301
"""1700102P08Rik""",216.582194834609
"""1700104A03Rik""",NA
"""1700104B16Rik""",321
"""1700105P06Rik""",89.8137802155971
"""1700106J16Rik""",NA
"""1700106N22Rik""",13.0372999585365
"""1700108F19Rik""",321
"""1700108J01Rik""",321
"""1700108M19Rik""",NA
"""1700109F18Rik""",321
"""1700109G14Rik""",NA
"""1700109G15Rik""",NA
"""1700109H08Rik""",27.4731013041462
"""1700109I08Rik""",NA
"""1700110C19Rik""",321
"""1700110I01Rik""",321
"""1700110K17Rik""",88.2261854239647
"""1700110M21Rik""",NA
"""1700111E14Rik""",NA
"""1700111N16Rik""",NA
"""1700112E06Rik""",305.10250432461
"""1700112H15Rik""",NA
"""1700112M01Rik""",86.2220689968701
"""1700113A16Rik""",8.50858864147905
"""1700113H08Rik""",321
"""1700113I22Rik""",17.9877818907161
"""1700119H24Rik""",NA
"""1700120B22Rik""",67.8532038484538
"""1700120C14Rik""",65.6952982360343
"""1700120E14Rik""",30.011474227338
"""1700120G07Rik""",321
"""1700120K04Rik""",246.957857299396
"""1700121L16Rik""",NA
"""1700121N20Rik""",321
"""1700122E12Rik""",187.230547987933
"""1700122H20Rik""",290.61704030593
"""1700122O11Rik""",321
"""1700123I01Rik""",161.580231236448
"""1700123K08Rik""",NA
"""1700123L14Rik""",NA
"""1700123M08Rik""",163.516216341396
"""1700123O12Rik""",NA
"""1700123O20Rik""",4.49311195740242
"""1700123O21Rik""",NA
"""1700124L16Rik""",141.717175577333
"""1700125D06Rik""",170.663623366052
"""1700125G02Rik""",NA
"""1700125G22Rik""",95.5239181065989
"""1700125H03Rik""",321
"""1700125H20Rik""",319.398411620878
"""1700126H18Rik""",NA
"""1700128A07Rik""",NA
"""1700128F08Rik""",7.38849162200915
"""1700129C05Rik""",NA
"""1810006J02Rik""",NA
"""1810006K21Rik""",1.14359007467424
"""1810007C17Rik""",NA
"""1810007D17Rik""",NA
"""1810007I06Rik""",99.0599011350881
"""1810008A18Rik""",38.7302294302144
"""1810008B01Rik""",226.580783613448
"""1810008I18Rik""",59.5166913860352
"""1810009A15Rik""",6.54788480798318
"""1810009J06Rik""",NA
"""1810010D01Rik""",NA
"""1810010H24Rik""",58.9284947082126
"""1810011H11Rik""",NA
"""1810011O10Rik""",3.35959913444225
"""1810012K16Rik""",NA
"""1810012P15Rik""",15.2658981662496
"""1810013A23Rik""",195.594851118277
"""1810013D10Rik""",3.84549969618636
"""1810013L24Rik""",3.2016000880711
"""1810014B01Rik""",23.7511072328972
"""1810014F10Rik""",14.2723768962233
"""1810018F18Rik""",312.325605032259
"""1810019D21Rik""",56.8109357205181
"""1810019J16Rik""",8.96168344422692
"""1810020D17Rik""",6.50641250825616
"""1810020O05Rik""",85.2805593287843
"""1810021B22Rik""",62.0354892070478
"""1810022K09Rik""",1.13502527491608
"""1810024B03Rik""",119.733638511846
"""1810026B05Rik""",1.40582392348165
"""1810026J23Rik""",13.9969379074597
"""1810027O10Rik""",1.82909817976141
"""1810029B16Rik""",8.5374248302608
"""1810030J14Rik""",321
"""1810030N24Rik""",6.5103367448718
"""1810030O07Rik""",6.78139813681381
"""1810031K17Rik""",10.4989480183696
"""1810032O08Rik""",10.2103135831644
"""1810033B17Rik""",107.566933282829
"""1810034E14Rik""",131.748227982168
"""1810035I16Rik""",11.2553452016027
"""1810035L17Rik""",1.69799367479329
"""1810037I17Rik""",1.50028859641329
"""1810041L15Rik""",12.1296270587547
"""1810043G02Rik""",3.95872252727772
"""1810043H04Rik""",3.8303939231086
"""1810044D09Rik""",25.4721837379092
"""1810046J19Rik""",2.49465118721834
"""1810046K07Rik""",155.430223769336
"""1810048J11Rik""",22.253900680024
"""1810049H13Rik""",25.8872565093227
"""1810053B23Rik""",160.25486373434
"""1810055G02Rik""",10.3563881986379
"""1810058I24Rik""",5.43029390541978
"""1810059H22Rik""",202.773437687438
"""1810062G17Rik""",18.9958131501971
"""1810062O18Rik""",45.2334481091406
"""1810063B05Rik""",5.41127037512236
"""1810063B07Rik""",7.30335459903518
"""1810064F22Rik""",3.76547364519573
"""1810065E05Rik""",NA
"""1810074P20Rik""",6.65968387891914
"""2010001E11Rik""",91.4964971293509
"""2010001M06Rik""",48.4203359534787
"""2010001M09Rik""",172.674916284057
"""2010002M12Rik""",10.0660418201972
"""2010002N04Rik""",9.71469040804971
"""2010003K11Rik""",NA
"""2010003K15Rik""",NA
"""2010003O02Rik""",3.14480901421757
"""2010005H15Rik""",NA
"""2010009K17Rik""",99.7078123726237
"""2010010A06Rik""",122.948158209337
"""2010011I20Rik""",9.88622658055586
"""2010012O05Rik""",3.68251491873991
"""2010012P19Rik""",119.109472093971
"""2010015L04Rik""",8.97022034875916
"""2010016I18Rik""",317.048462075446
"""2010106C02Rik""",NA
"""2010106E10Rik""",NA
"""2010106G01Rik""",10.1618339700908
"""2010107E04Rik""",1.12123643518908
"""2010107G12Rik""",269.749900716785
"""2010107G23Rik""",15.0930724013069
"""2010107H07Rik""",6.58472958556508
"""2010109A12Rik""",81.1412351496
"""2010109I03Rik""",10.1163300241353
"""2010109K11Rik""",46.8950266565233
"""2010110K18Rik""",167.259308141948
"""2010110P09Rik""",NA
"""2010111I01Rik""",13.669729817242
"""2010204K13Rik""",13.7473187153689
"""2010300C02Rik""",12.3964197313647
"""2010300F17Rik""",321
"""2010305A19Rik""",18.2515517121106
"""2010308F09Rik""",58.1767138110689
"""2010310C07Rik""",154.956325691688
"""2010315B03Rik""",15.494784889648
"""2010317E24Rik""",52.766522785756
"""2010320M18Rik""",4.47341953345043
"""2010321M09Rik""",8.21437638067091
"""2200002D01Rik""",61.3524057763011
"""2200002J24Rik""",NA
"""2200002K05Rik""",229.862976048183
"""2210008F06Rik""",131.196480303756
"""2210009G21Rik""",52.401030719001
"""2210010C04Rik""",NA
"""2210010C17Rik""",73.7958224582251
"""2210011C24Rik""",168.292464090682
"""2210012G02Rik""",6.26192384730649
"""2210013O21Rik""",1.92949803599771
"""2210015D19Rik""",14.0885708264682
"""2210016F16Rik""",24.8251311163003
"""2210016L21Rik""",6.818732976368
"""2210018M11Rik""",14.9706924556965
"""2210019I11Rik""",NA
"""2210020M01Rik""",11.8194324640639
"""2210021J22Rik""",29.7320764067897
"""2210039B01Rik""",7.64800553121596
"""2210403K04Rik""",4.1536606507018
"""2210404J11Rik""",18.0887772742181
"""2210404O07Rik""",94.3116875079112
"""2210404O09Rik""",47.4036384674053
"""2210407C18Rik""",99.7713251148591
"""2210408F21Rik""",22.4086818487833
"""2210408I21Rik""",4.30754945709703
"""2210409D07Rik""",315.951119586755
"""2210409E12Rik""",171.919550497691
"""2210411K11Rik""",40.9955235862614
"""2210414B05Rik""",NA
"""2210415F13Rik""",NA
"""2210416O15Rik""",NA
"""2210417A02Rik""",321
"""2210417K05Rik""",32.8192204633911
"""2210420H20Rik""",NA
"""2300002M23Rik""",NA
"""2300003K06Rik""",NA
"""2300005B03Rik""",310.779023612527
"""2300009A05Rik""",6.77877252399904
"""2310001A20Rik""",18.6699420816417
"""2310001H17Rik""",94.698992445791
"""2310001H18Rik""",NA
"""2310001K24Rik""",321
"""2310002D06Rik""",NA
"""2310002F09Rik""",67.4090975587797
"""2310002J15Rik""",252.000260388241
"""2310002L09Rik""",NA
"""2310002L13Rik""",NA
"""2310003C23Rik""",8.50790142318717
"""2310003F16Rik""",1.00480708986951
"""2310003H01Rik""",20.6383102813028
"""2310003L06Rik""",NA
"""2310003L22Rik""",12.7900579173587
"""2310004I24Rik""",29.5880290895058
"""2310004N24Rik""",15.6159542727806
"""2310005A03Rik""",105.034757190079
"""2310005E17Rik""",NA
"""2310005G13Rik""",160.013475118868
"""2310006M14Rik""",152.984969497372
"""2310007B03Rik""",163.537094259336
"""2310007L24Rik""",321
"""2310008H04Rik""",22.7313312859544
"""2310008H09Rik""",2.38571199794221
"""2310008N11Rik""",321
"""2310009A05Rik""",3.23381594821094
"""2310009B15Rik""",9.23675315726759
"""2310010G23Rik""",30.6021121327982
"""2310010J17Rik""",12.4374772229828
"""2310010M20Rik""",1.32168545423257
"""2310011J03Rik""",15.0786950681823
"""2310014F06Rik""",56.2172703761679
"""2310014F07Rik""",98.6494144491822
"""2310014L17Rik""",105.32260376596
